Paris (75),,,Data Scientist,Akur8,- Paris (75),"Akur8 develops a SaaS platform which helps insurance companies in their pricing strategy to ensure that their prices as are competitive as they can be. To do so, we rely on cutting-edge AI modelling and heavy cloud-computing, leveraging the most recent technology.
You may know pretty well how to build complex models using state of the art machine learning techniques. However, when it comes to describe a complex phenomenon with a simple and interpretable model, you may have no other ideas than to ‘hack’ a Gradient Boosting or a Multi Layered Perceptron. With researchers from ENS-INRIA we built the fundamentals of an optimization technique that is interpretable by design. We bring non-linear penalized regressions to the next level using state of the art optimization advances: if you're curious about the subject, you can take a look at our collaboration paper with a Google AI researcher.
As a data scientist, you will contribute to the design of machine-learning models to enhance risk modelling, demand modelling (probability of potential clients to buy our products or renew their contracts) and price optimization (determine best price to sell the insurance product).
Practically you will begin by... :
Reading, understanding and explaining to the team strengths and weaknesses of research papers in ML, algorithmic and optimization
Implement pragmatic solutions and test their robustness on our data
Optimize your code using Cython, to achieve the same performance of open-source packages such as Numpy or Scikit-learn.
... and integrate your findings in production:
Implement reliable tests, use continuous integration and exploit at best AWS Cloud capabilities with our back-end engineers.
Your work will:
Rely on a strong understanding of the machine learning methods and optimization techniques used (R&D papers)
Take into account the business objectives of the models created (in particular: robustness, interpretability and implementation cost).
Design, build, integrate and maintain efficient, reusable and reliable code.
Requirements
High proficiency in mathematics (in particular statistics), algorithmic (optimization), and programming.
Knowledge in machine learning, signal processing, speech recognition or image processing.
Interest in R&D topics
Strong problem solving skills: high level of rigor, integrity, curiosity and self-motivation.
Communication and presentation skills.
Excited about code craftsmanship, to build robust code with the best practices.
Comfortable with Python (NumPy, Pandas, ...) and knowledge of an object-oriented language (Java, C#...)
Bonus:
Experience with Scikit-Learn API and its coding standards.
Experience with Docker, Terraform is a plus.
Benefits
You'll join a motivate team, willing to share their knowledge and passion for advanced computer science and software development."
Paris (75),,,Data Scientist Senior,IPANEMA CONSULTING,- Paris (75),"Contexte
Dans le cadre de son développement d’activité, IPANEMA CONSULTING recherche data scientist.
La mission sera en étroite collaboration avec les fondateurs du projet et le CTO.
Mindset ipanema
Notre Vision est que la Révolution Numérique est une opportunité à saisir pour chaque entreprise, que les entreprises ont le droit à développer une vision augmentée d’elles même, Nous croyons aux démarches de conduite du changement pour faire évoluer les organisations dans une culture « Data Centric »
A l’ère du Digital, notre vision est que les entreprises ont plus que besoin de se ré-inventer grâce à des solutions non fantasmées, alignées et coordonnées avec précision.
Intégrer une communauté de « Data Refiners » et de mettre la puissance de l’intelligence artificielle au cœur de la transformation des entreprises et des administrations.
Notre mission
IPANEMA CONSULTING est un cabinet d’accompagnement à la transformation Numérique qui fédère des talents autour de la stratégie, du change management et de la data.
En plaçant la technologie et l’humain au cœur de la transition, nos équipes proposent des solutions pour les challenges des entreprises de demain.
La force de notre écosystème
Nous avons développé un écosystème fort pour accompagner nos clients dans leurs enjeux d’innovation et pour leur adresser des solutions les plus complètes possibles.
(M&A spécialisé en Tech, lab de starts up, accélérateur de starts up, expertises stratégie, expertise Océan Bleu, expertise Design thinking, expertise Data et blokchain).
Talent recherche :
Issu d’un cursus statistiques, mathématique ou ingénieur école top 5, justification de 2 ans d’expérience dans l’intelligence artificielle (Chatbots, RPA, NLG, etc.) ou la Data Science,
Compétences en : Les langages statistiques (Python, R, etc.), le datamining, la connaissance des algorithmes de machine de learning et de deep learning, les langages NLG
Maitrise de l’écosystème Hadoop, Spark, Kafka ainsi que son intégration dans une architecture d’entreprise, connaissances en bases de données SQL et NoSQL, et ETL
Bon relationnel équipe et client
Sens de l’écoute, force de propositions et envie de partager tes connaissances et savoir-faire et d’apprendre de tes pairs.
Missions :
Bien plus qu’un emploi, une véritable aventure humaine au sein d’un marché prometteur
Faire des recommandations business qui vont servir à la prise de décision et influencer la stratégie proposée aux clients
Utiliser les technologies Big data et les méthodes d’analyses afin d’accompagner nos clients de l’idée à l’action en déployant leurs dispositifs de pilotage et d’aide à la décision.
Construire des algorithmes pour améliorer les résultats de recherches et de Ciblage
Construire des modèles prédictifs
Développer des métriques pertinentes d’aide à la décision.
Début
Dès que possible
NB : Pour intégrer ses nouveaux collaborateurs, IPANEMA CONSULTING a conçu un programme spécifique d’intégration.
Rémunération
En fonction de l’expérience."
Levallois-Perret (92),"Temps plein, CDI",,FULL REMOTE Senior Data Scientist H/F - CDI,Jellysmack,- Levallois-Perret (92),"Nous continuons de recruter et avons adapté notre processus de recrutement. Tous nos entretiens, ainsi que l’onboarding, se déroulent désormais en full remote.
Cette offre d'emploi est proposée en FULL REMOTE
Jellysmack est une entreprise spécialisée dans la création de contenus vidéos originaux sur les réseaux sociaux. Avec plus de 3 milliards de vues par mois, Jellysmack a connu une ascension fulgurante, ne cesse de grandir et ambitionne de devenir le leader mondial dans son domaine. La recette de ce succès repose sur la qualité de nos contenus, mais aussi sur la technologie opérant en arrière-plan. Jellysmack a développé une suite d'outils propriétaires, propulsés par l'IA, permettant à nos équipes de contenu de publier, s'inspirer, comprendre la trend, analyser les résultats, mais bien plus encore, des outils qui analysent le contenu en ligne, les réactions des gens devant ce contenu, et déterminent ce que sera la tendance demain.
Après plus de 2 ans de développement technique, Jellysmack propose une technologie unique articulée autour de 3 produits qui visent à optimiser la création et la distribution sociale de vidéos.
L'équipe Tech œuvre pour la mise en place d’outils utilisés en interne par les équipes contenu afin de déterminer les sujets qui buzzent, les aider dans la création de contenu, suivre les performances des vidéos internes etc... en injectant dans chacun de ces produits une dose conséquente d’algorithmie, de statistiques et de machine / deep learning.
En lien direct avec le Head Of Data (basé en Corse), vous serez amené à travailler sur différentes problématiques - prioritairement axées autour du NLP - et sur des projets de taille très différentes, impliquant d’importantes quantités de données (plusieurs centaines de millions de vidéos stockées en base à date avec leur métadata textuelles, plus de 21 milliards de commentaires...).
Au sein d’une équipe de sept data scientist, vous serez le référent de l’équipe sur ces sujets d’analyse et de compréhension du langage et vous aurez un rôle consultatif.
Missions principales
Passer d'une problématique métier à un algorithme de data science
Passer d'un POC à un algorithme en production
Vulgariser un algorithme à l'état de l'art et être référent de l'équipe Data Science
Etre autonome sur les outils comme Git, avoir déjà travaillé sous docker - idéalement sous AWS
Quelques exemples de sujets :
Analyse de sentiments sur les commentaires des vidéos
Extraction de topics à partir des titres, descriptions, commentaires des vidéos
Catégorisation de vidéos en thématique à partir de l’ensemble des éléments textuels dont nous disposons
Génération automatique de titre/tag de vidéos...
Création d’un algorithme d’identification des meilleurs créateurs sur une thématique donnée
Analyse de vidéos (contenu et metadata) pour mieux comprendre la rétention des utilisateurs
Optimisation de coût sur l’acquisition de fans
Génération automatique de montage de vidéos...
Profil recherché
Docteur en computer science ou diplômé d’une maîtrise en data science, vous disposez d’au moins 5 ans d’expériences,
Une autonomie sur le passage en production d’algorithmes sera indispensable,
Vous êtes pédagogue sur la transmission de votre savoir,
Vous avez un très bon niveau de SQL (MySQL et PostgreSQL).
Avantages :
Participation au transport
Titre-restaurant / Panier
Type d'emploi : Temps plein, CDI
Expérience:
full remote senior data scientist h/f - cdi ou similaire: 1 an (Souhaité)"
Paris (75),Stage,,"Research Intern, 2020",Google,- Paris (75),"Applications are currently closed for this role. Applications for 2021 internship opportunities will open in the fall 2020.
To start the application process, you will need an updated CV or resume and a current unofficial or official transcript in English. Click on the “Apply” button on this page and provide the required materials in the appropriate sections (PDFs preferred):

1. In the “Resume Section:” attach an updated CV or resume

2. In the “Education Section:” attach a current or recent unofficial or official transcript in English.

Under “Degree Status,” select “Now attending” to upload a transcript.

Note: By applying to this position your application is automatically submitted to the following locations: Paris, France; Amsterdam, Netherlands; Grenoble, France
Minimum qualifications:
Currently enrolled in a Master’s or PhD degree in Computer Science or a related technical field.
Experience (classroom/work) in Natural Language Understanding, Neural Networks, Computer Vision, Machine Learning, Deep Learning, Algorithmic Foundations of Optimization, Data Science, Data Mining and/or Machine Intelligence/Artificial Intelligence.
Experience with one or more general purpose programming languages: Java, C++ or Python.
Experience with research communities and/or efforts, including having published papers (being listed as author) at conferences (e.g. NIPS, ICML, ACL, CVPR, etc).

Preferred qualifications:
Available to work full-time for a minimum of 13 weeks.
Returning to your degree after completing the internship.
Relevant work experience, including internships, full time industry experience or as a researcher in a lab.
Ability to design and execute on research agendas.
About the job

At Google, research-focused engineering interns are embedded throughout the company, contributing to the setup of large-scale tests and deploying promising ideas quickly and broadly. Ideas may come from internal projects as well as from collaborations with research programs at partner universities and technical institutes all over the world.

As a Research Intern, you'll work on creating experiments and prototyping implementations to designing new architectures. You will work on real-world problems including artificial intelligence, data mining, natural language processing, hardware and software performance analysis, improving compilers for mobile platforms, as well as core search and much more.
Research happens at Google everyday, on many different embedded teams throughout the company. Our research reaches the user through both services and products such as Search, Maps, Google Assistant, Google Translate, Google Cloud and our computing, storage, and networking infrastructure. To achieve this, we’re working on a wide variety of projects that utilize the latest state-of-the-art technologies that push the boundaries of what is possible.
Responsibilities
Participate in cutting edge research to develop solutions for real-world, large-scale problems.
At Google, we don’t just accept difference—we celebrate it, we support it, and we thrive on it for the benefit of our employees, our products and our community. Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing this form."
Paris (75),,,CAT Reinsurance Data Base Engineering - (F/H),GIE AXA,- Paris (75),"Environment:

The AXA Group
AXA Group Risk Management Property & Casualty (GRM P&C) deals with the most sophisticated P&C challenges of a leading international insurance company, among which the management of natural catastrophe risk (CAT). Natural variability of climate and seismic activities have demonstrated their devastating potential, climate change bringing additional uncertainty for the future.
AXA’s rapid expansion – both in terms of geographical footprint and P&C insurance offer – widely exposes AXA to natural perils, being in charge of the financial protection of its clients and helping them live a better life.
In this context, AXA must maintain state-of-the-art CAT risk management techniques through permanent innovations.

The Departments
The internship will be based at the AXA Group Risk Management (GRM) department.
AXA GRM brings together high level and multidisciplinary staff with engineers, actuaries and financials split between Paris, Zürich and Madrid. Its main missions are focused on analysing, modeling and aggregating the Group’s risks (economic capital); implementing the process enabling to limit the undertaken risks (risk appetite, assets accumulation, longevity, natural catastrophe...) and optimizing the Group protections (reinsurance, securitization, hedging, etc.).
Within the P&C department, the intern position belongs to the GRM P&C CAT & Reinsurance Risk team (15 FTEs) which is organized in three excellence centers (CAT DATA R&D, R&D Modeling and Reinsurance). The intern will join this dynamic team dedicated to the monitoring and the modeling of Natural Hazard risks borne by the company.

As part of AXA’s Internal Model under the Solvency II framework, the GRM P&C CAT/RI teams are primarily in charge of delivering the annual CAT modeling process, mainly consisting of:
Collecting CAT exposure data (geographical, physical and financial information) on a per-entity (AXA France, AXA Mexico, AXA Philippines…) and per-location basis (houses, factories, vehicles etc);
Assessing the risk on a per-entity per-peril basis (cyclones, earthquakes, floods, hailstorms...)
Estimating the efficiency of the Group Reinsurance covers
The CAT modelling process has strong strategic and operational impacts since it feeds the Economic Capital, Economic Combined Ratio and CAT budget calculations which drives the earnings and the solvency position of AXA Group and determines adequate levels of reinsurance needs, which may boost or hinder profitability.

The CAT Reinsurance Data Base Engineer will play a strong role in the standardization of the reinsurance treaties and the implementation of key metrics to support the risk mitigation assessment and boost the understanding of the reinsurance performance.
Role and Responsibilities:
The reinsurance framework operated in AXA Group regroups diverse structures with complex mechanisms which must be accurately implemented in the reinsurance model to enable the risk assessment.

The accuracy of the CAT risk results is strongly impacted by the integration of the reinsurance treaties and mechanisms as an input data. The objective of the internship is to understand, reference, standardize and implement a reinsurance treaty database within the modeling framework to improve and eases the reinsurance modeling process:
Read, understand and reference the reinsurance treaties based on historical AXA books of reinsurance
Build a structured database to standardize the reinsurance treaty information and characteristics
Implement innovative tools for the reinsurance treaty standardization (ex: text mining …) and the import automation process within the reinsurance modeling
Identify key metric improvements to evaluate treaties efficiency on AXA risks
According to the advancement of the project, it will be also possible to work on the operational production of the CAT risk analysis which is performed on a yearly basis to compute the reinsurance capacity and efficiency. Beyond the possibility to acquire knowledge on how CAT risk is assessed and modelled within a leading insurance company, the intern will have the opportunity to be immersed within R&D activities and to work within an environment of technical excellence
Qualifications
Profile Requirements:
The candidate, , will have a specialization in actuarial, computer science, mathematics or equivalent (engineering schools…) with strong analytical skills and the ability to evolve in a technical environment:
Bachelor or Master’s degree
Interest for Reinsurance
Robust programming skills (R / Python / SQL …)
Knowledge in C# and/or Remetrica is a plus
French and Business English (spoken and written).
Team work
Autonomy
Creativity

About AXA
Would you like to wake up every day driven and inspired by our noble mission and to work together as one global team to empower people to live a better life? Here at AXA we strive to lead the transformation of our industry. We are looking for talented individuals who come from varied backgrounds, think differently and want to be part of this exciting transformation by challenging the status quo so we can push AXA - a leading global brand and one of the most innovative companies in our industry - onto even greater things.
In a fast-evolving world and with a presence in 64 countries, our 165,000 employees and exclusive distributors anticipate change to offer services and solutions tailored to the current and future needs of our 107 million customers.
The headquarters of the AXA Group, based in Paris 8th, brings together the Group's corporate activities. It coordinates the various entities with the Group's strategy, and is responsible for managing international projects. The headquarters has approximately 800 employees and is distinguished by its strong international culture (39 nationalities).
What We Offer
We provide you regular career opportunities in international teams. If you want to join us, don’t hesitate to apply !
Information provided by applicants will be processed in strict confidentiality and may be used exclusively for recruitment processes."
Paris (75),,,Senior Data Analyst,Artefact,- Paris (75),"Who we are

Artefact is a new generation of a data service provider, specialising in data consulting and data-driven information system, dedicated to transforming data into business impact across the entire value chain of organisations. We are proud to say we're enjoying skyrocketing growth.

Our broad range of data-driven solutions in data consulting and information system are designed to meet our clients' specific needs, always conceived with a business-centric approach and delivered with tangible results. Our data-driven services are built upon the deep AI expertise we've acquired with our 1000+ client base around the globe.

We have 1000 employees across 20 offices who are focused on accelerating digital transformation. Thanks to a unique mix of company assets: State of the art data technologies, lean AI agile methodologies for fast delivery, and cohesive teams of the finest business consultants, data analysts, data scientists, data engineers, and digital experts, all dedicated to bringing extra value to every client.

To support and develop its growth, Artefact is looking for the next talents of the data divizion to join the engineering team. Organized in feature team, you will work in project mode (ou pizza team) to advise your clients on their IA problematics, machine learning and Big Data. The projects you will work on can go from the migration of infrastructure to the Cloud (Deezer) to the construction of a predictive model of the water rises (Greenpeace).

What you will be doing: Key responsibilities

As a Data Analyst, your role will encompass:
Conducting projects to accompany the transformation of your clients' businesses through the effective collection, processing, and visualisation of data

Extracting valuable insights from our clients' marketing-related data sources.

Designing dashboards for marketing decision-making while taking into account the business needs

Accompanying our clients in the conception and implementation of data architectures and data pipelines, from collection to monitoring.

Actively contributing to the expertise level and competencies of the Data & Analytics team

Closely collaborate with the other divisions (Media & Activation, Creation, Consulting, Data Science and Data Engineer) to provide comprehensive services to your clients

Being a great tech role model

Demonstrating the skill and credibility required to ensure the success of our clients' initiatives

Researching and developing new technical approaches to address problems efficiently

Staying up-to-date on developments within the industry, sharing best practices and actively contributing to Artefact's institutional knowledge

Embodying Artefact's values and inspiring others to do the same

Qualifications: Education & experience required

Academic level of education (Bachelor or Master)

A minimum of 3 years of work experience as a data specialist

Verifiable knowledge and experience of web analytics platforms like Google Analytics, Adobe Analytics, WebTrekk etc.

Verifiable knowledge and experience of tag management systems like Google Tag Manager, Tag Commander, Tealium IQ Tag Management, Relay42 etc.

Verifiable knowledge and experience of website optimization tools like Optimizely, Google Optimize, Convert, AB Tasty etc.

Knowledge of Data Management Platforms like BlueKai, Krux, Ysance, Weborama, Relay42, Adobe Audience Manager, Tealium Audience Streams etc.

Knowledge of computer and web-related technologies:
Network techniques/protocols

JavaScript, CSS and HTML (optionally AJAX, JSON, Angular)

Database techniques (REST API's, SQL, No-SQL)

Cloud technology (Google Cloud Platform, Amazon Web Services, Microsoft Azure)

Optionally, knowledge of data processing and data modeling algorithms and techniques

What we are looking for

A Doer: you get things done and inspire your team to do the same

An Analyst: you LOVE data and think every company should take their decisions based on facts

A Pragmatist: you have a no-nonsense mindset that seeks for practical and realistic solutions

A Mentor: your clients and colleagues naturally seek you out for advice

An Adventurer: you're an entrepreneur constantly looking for business opportunities

Why you should join us

Artefact is the place to be: come and build the future of marketing

Progress: every day offers new challenges and new opportunities to learn

Culture: join the best team you could ever imagine

Entrepreneurship: you will be joining a team of driven entrepreneurs. We won't give up until we make a huge dent in this industry!

Come join us!"
Paris (75),,,Développeur - pôle Market Data (H/F),Natixis,- Paris (75),"Nous souhaitons renforcer le pôle « Market Data », qui comporte environ 20 personnes, dont deux tiers de développeurs basés à Paris et Porto et un tiers de business analysts, placées sous la responsabilité du responsable de pôle.
La principale application du pôle vise à alimenter en données de marchés (risk factors) les systèmes FO de booking et les systèmes des risques, pour les calculs quotidiens de risques et de valorisation de fin de journée.
Elle gère les workflows de collecte, contrôle et mise à disposition des market data de la totalité des classes d’actifs traités sur les marchés par la BFI de Natixis.
Ce référentiel transverse est donc une pièce importante et critique du SI Marchés et alimente également de nombreux autres clients de Natixis et du groupe BPCE.
Les challenges sont très nombreux, avec notamment des évolutions majeures à réaliser pour répondre aux nouvelles exigences règlementaires (FRTB, TRIM, IMM, RIM) et aux besoins accrus de maîtrise de la qualité des process métiers et des données utilisées (BCBS 239).
L’application connaît un développement important qui nécessite le renfort des capacités internes.
Son architecture technique est en cours de transformation, avec une place importante donnée aux technologies de type Hadoop (stockage de gros volumes, machine learning, etc.).
Les process SI sont gérés en mode agile.
Votre rôle dans l’équipe :
Projets et évolutions fonctionnelles :
Design des solutions, en interaction avec la MOA et le responsable d’équipe
Développement et tests
Documentation de maintenance et d’exploitation ; formation du support
Préparation des releases
Support :
Participer (rotations) aux astreintes et aux permanences de support
Prise en charge des actions correctives

De formation supérieure d’ingénieur en informatique ou équivalent. Vous avez des connaissances techniques autour du Big Data (Hadoop, Spark, Scala) et des Data Sciences (Machine Learning, Python).
Vous avez également des connaissances sur les opérations de marchés en vision FO ou Risques, acquises à travers une expérience professionnelle significative en CIB.
Vous maîtrisez le développement .Net C#,SQL et les Outillages complémentaires supportant les best practices agiles.
Vous possédez le goût du travail en équipe dans un environnement exigeant, avec de nombreuses interactions.
Vous savez communiquer de manière claire et concise.
Vous êtes dynamique, réactif et orienté client.
Vous êtes également organisé, rigoureux et force de proposition.
Votre niveau d'anglais est courant.
Site géographique: 30 Avenue Pierre Mendès-France - 75013 PARIS

Informations complémentaires sur le poste :
Convention collective applicable: Convention Collective de la Banque.
Responsable de recrutement: Marie Laure BERTIN."
Paris 2e (75),CDI,,Data Engineer F/H,YSANCE,- Paris 2e (75),"Afin d’agrandir notre équipe de Data Engineer, nous recherchons des

Data Engineer

, pour qui les traitements de la donnée n’ont plus de secret et leurs optimisations un vilain défaut.

Le/La Data Engineer sera amené(e) à intervenir directement chez nos clients ou à intégrer une équipe projet.

En tant que Data Engineer chez Ysance, vous serez amené(e) à :

✔️ Accompagner des équipes métiers dans leurs travaux d’identification et expression des besoins sur la data,

✔️ Concevoir des solutions nécessitant l’utilisation de technologies Big Data pour répondre à des cas d’usages métiers,

✔️ Développer et tester des flux d’ingestion de données de Data Lake et de traitement des données,

✔️ Contribuer à la mise à disposition des données au travers d’outils d’exploitation simples et rapides pour les clients,

✔️ Industrialiser et optimiser au quotidien des pipelines Data.

➕ En bonus :
✔️ Devenir un de nos futurs référents technique,

✔️ Participer aux recrutements de nouveaux collaborateurs,

✔️ Participer activement à la veille technologique,

✔️Animer des sessions de formations techniques en interne mais aussi en externe.

➡️ Environnement technique : Kafka, Hadoop, SQL, Hive, Spark, Python, NoSQL, Docker, Terraform, Ansible
Profil recherché Vous êtes titulaire d’un Bac +5 en informatique, avec une première expérience de 3 ans minimum sur des missions ou projets Data,

Vous possédez des compétences avancées autour des langages suivants : SQL et Python ou Scala,

Vous maîtrisez les bases de données relationnelles et NoSQL,

Vous possédez une bonne compréhension de l’ensemble des stacks Data : des pipelines ETL (Talend) aux outils analytics,

Vous avez une bonne maîtrise de l’optimisation des déploiements (Docker),

Vous détenez des connaissances autour des processus d’industrialisation (Terraform ou Ansible) et des outils d’orchestration.
Entreprise YSANCE est une société spécialisée dans le traitement de la Data.

Nous couvrons l'ensemble de la chaîne de valeur Data :
✔️ Intégration de données (Talend ETL, ESB, Data Quality)

✔️ Big Data (Cloudera, Hortonworks, Snowflake, Big Query)

✔️ Cloud (Amazon, Microsoft, Google)

✔️ Data Science, prédictif, prescriptif (R, Python, DataIku)

✔️ Analytics (QlikView, QlikSense, Tableau Software, Toucan Toco)

Nous avons également développé des offres autour du Référentiel Client Unique (RCU), du périmètre e-RFM et du Customer Analytics.

Dans le cadre de notre développement et de nos projets, nous recherchons de nouveaux talents passionnés comme nous par la Data.

✔️ Notre valeur ajoutée ?

Une forte expertise technique autour de la Data qui repose sur nos équipes et qui est renforcée par de nombreux partenariats avec les éditeurs dans le domaine du Big Data & Analytics.

✔️Pourquoi nous rejoindre ?

Une forte culture Data, des clients de renoms dans des secteurs variés, une approche orientée autour du besoin client afin de répondre au plus près de leurs enjeux.

Alors si intégrer une structure Data Driven à taille humaine répond à vos attentes professionnelles, c'est avec plaisir que nous échangerons avec nos consultants opérationnels.

A bientôt,"
Paris 3e (75),CDI,,Data Engineer / Ingénieur Big Data F/H,Soyhuce,- Paris 3e (75),"Vous souhaitez mettre en oeuvre vos talents au sein d’une jeune entreprise innovante, où bonne ambiance et défis techniques rythment notre quotidien ?

Dans le cadre du développement de ses activités de R&D et de ses missions de conseil, SoyHuCe est à la recherche d'un(e) Data Engineer pour consolider son équipe infrastructure et développement Big Data.

Descriptif du poste

Mission 1 : Conseil

Vous aurez pour rôle d’accompagner nos clients dans la conduite et la mise en oeuvre de leurs projets Big Data (traitements de données, déploiement d'infrastructure, data management, etc.).

Vous mobiliserez vos compétences en :
Data Analysis

Data Engineering

Data Visualisation

Gestion de projets Data

Déploiement d’architecture cloud

Opérant pour de clients grands comptes, dans des secteurs très variés, vous devrez :

Accompagner nos clients dans la mise en place de leur stratégie data et définir leurs roadmaps ;

Définir et concevoir l’architecture data ;

Définir et délivrer des solutions de data security, reporting et management ;

Mission 2 : R&D

En tant que Data Engineer chez SoyHuCe, vous évoluerez au sein d’une équipe d’une vingtaine de développeurs, ingénieurs en science des données, algorithmiciens, intégrateurs et graphistes.

Votre rôle sera de :
Accompagner nos clients sur la prise en main de notre plateforme Big Data;

Comprendre les besoins métiers de nos clients;

Concevoir et développer des connecteurs entre les sources de données (internes et/ou externes) et la plateforme;

Concevoir et développer des pipelines de traitements de données (batch et/ou temps réel) dans un environnement Big Data;

Contribuer au développement de notre offre Big Data;

Participer à la veille technologique.

Vous travaillerez conjointement avec les Data Scientists et le Data Architect déjà en poste et vous serez impliqué(e) dans la prise de décisions liée à notre solution Big Data et à son évolution. Vous participerez également à la construction d’un pôle Data au sein de l’entreprise.

Notre stack (en constante évolution):
Stockage de données: PostgreSQL, Cassandra, Kafka, ElasticSearch, MongoDB, Minio, Redis;

Cloud: AWS, GCP, Azure, OVH;

Orchestrateurs: Kubernetes;

Technologies Big Data : Spark; Cassandra, HDFS, Kafka, Knox, Jupyter ou Zepplin ;

Bases de données : PostgreSQL, MySQL, Oracle ;

Machine learning: Spark, Tensorflow, PyTorch, MXNet, Scikit-Learn;

Langages: Scala, Python, Golang, Shell ;

Outils : Kibana, Dataiku, Power BI.
Profil recherché Profil recherché

Diplômé(e) d’études supérieures dans le système d’information, computer sciences, big data (école d’ingénieurs, école spécialisée, école de commerce ou équivalent universitaire), vous avez 2 ans d’expérience minimum en BI et/ou Data engineering, ainsi qu’une expérience confirmée en conseil ou en gestion de projet.

Côté technique, vous possédez de solides bases en traitement de données avec Spark, Spark Streaming et Kafka dans un environnement Cloud ainsi qu’en base de données NoSQL.

Vous avez une expérience concrète sur la mise en place de pipelines complets de valorisation de données massives, de la collecte à la mise à disposition d’applications en passant par le traitement.

Vous êtes rigoureux(euse), ouvert(e), très curieux(euse) et adorez explorer et éprouver des nouvelles technologies.

Vous êtes passionné(e) par votre métier, aimez le faire partager, même à des personnes qui ne le connaissent pas.

Les avantages

Entreprise jeune en plein développement ;

Missions à forte valeur ajoutée (uses cases stratégiques, complexité des sujets) et variées ;

Environnement de start up innovant ;

Tickets restaurants Lunchr (valeur quotidienne unitaire 9,2 €) ;

Travail en lien avec de nombreux métiers coeurs du numérique : UX Designer, développeurs Front/back/fullstack, DevOps, Data Ingénieurs, Data Scientists ;

Une localisation idéale à Paris, au coeur du Marais.

Contrat

Le poste à pourvoir est un CDI, disponible immédiatement. Rémunération selon expérience.
Entreprise SOYHUCE

et un Studio R&D en algorithmie et data science, SoyHuCe accompagne les entreprises, et les collectivités dans leurs réflexions et projets numériques et métiers.

Les solutions que conçoit et développe SoyHuCe sont centrées sur les utilisateurs, mettant l'humain au coeur des organisations."
Paris (75),CDI,40 000 € - 50 000 € par an,Data Miner,Data Recrutement,- Paris (75),"Offre publiée le 18-05-2020.
Paris
Fonction Data scientist ml ia nlp dl
Taille entreprise de 51 à 200
Technologies Python
Technologies Tableau
Expérience Jeune à dipl me
Expérience 1 à 2 ans
Expérience 3 à 5 ans
Statut CDI
Min 40k€
Max 50k€
L’ENTREPRISE : UNE STARTUP SAAS DE DATA ANALYSE DE LA GREENTECH
L’entreprise a pour projet d’accélérer la transition écologique. Pour ce faire elle développe une solution SaaS de Data Analytics visant à améliorer l’efficacité énergétique.
Date de création : 2014
Croissance : double son CA tous les 12 mois
Levée de fonds série A de 2,5M€ et série B de 8M€
Plus de 120 clients
Effectif total : 75 personnes
Effectif technique : Plus de la moitié
MISSIONS : SOURCER DE NOUVELLES DONNÉES EN OPEN-DATA
En collaboration directe avec les data scientist et au sein de l’équipe R&D vous aurez à :
Identifier des données en open-data
Nettoyer et intégrer les données en vue de leur exploitation
Analyser les données pour répondre aux différents cas d’usage croisés chez les clients
Restituer ces analyses (dataviz, tableau…)
Communiquer avec les autres équipes
PROFIL RECHERCHÉ : DATA MINER AVEC UNE FORMATION EN DATA SCIENCE
Idéalement issu(e) d’une formation en data science
Vous êtes junior ou confirmé(e) l’entreprise à besoin de vous
Vous avez déjà travaillé sur du data mining à partir de source de données publiques
Python est votre langage de prédilection
Vous avez une expérience en data visualisation
Le fait d’être responsable d’une ouverture sur de nouveaux horizons pour l’entreprise vous attire
Le domaine de la transition écologique vous intéresse
POURQUOI LES REJOINDRE ?
Vous investir dans l’accélération de la transition écologique
Rejoindre une startup à un moment clé de sa croissance
Relever des responsabilités techniques à la hauteur de votre talent
Contribuer à un écosystème dynamique où les initiatives de chacun ont leur place
MODALITÉS :
Locaux : 10e arrondissement
Salaire : 40/50k€ selon profil et expériences
POUR EN SAVOIR PLUS : THOMAS.GOURMELON@DATARECRUTEMENT.FR
Merci d’envoyer au plus vite votre CV / votre profil LinkedIn par e-mail avec comme objet « Data Miner Greentech» à Thomas Gourmelon (thomas.gourmelon@datarecrutement.fr), responsable du Pôle Javascript & Mobile au sein de Data Recrutement.
Sélectionné par Thomas Gourmelon
Spécialiste Python, Ruby, Go & Data Scientist
CONNAÎTRE LE NOM DE L’ENTREPRISE"
